complaint_id,complaint_brand,complaint_model,complaint_type,complaint_desc,complaint_problem,complaint_time,complaint_status
522879,一汽-大众,迈腾,2010款 1.4TSI 精英型,一汽大众迈腾飞轮出现生锈希望厂家质保,"H79,",2020-09-16,处理反馈
522878,一汽-大众,T-ROC探歌,2019款 280TSI DSG 两驱 进取型 国VI,一汽大众探歌变速箱异响希望厂家处理,"B33,",2020-09-16,处理反馈
522876,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁变速箱漏油 车内多处异响,"B22,H164,",2020-09-16,处理反馈
522872,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动新车大灯起雾前杠有喷漆痕迹,"H88,I295,M284,",2020-09-16,处理反馈
522871,一汽-大众,高尔夫,2018款 230TSI 手动 舒适型,一汽大众高尔夫韩泰轮胎开裂老化严重,"F100,",2020-09-16,用户评分
522868,广汽丰田,凯美瑞,2012款 凯美瑞·尊瑞 2.5 HG 自动 豪华版,广汽丰田凯美瑞混合动力系统故障无法加速,"H343,",2020-09-16,处理反馈
522867,东风日产,轩逸,2016款 1.6XV CVT 智享版,东风日产轩逸变速箱打滑顿挫希望厂家质保,"B19,",2020-09-16,处理反馈
522866,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408发动机烧机油存在质量问题,"A63,",2020-09-16,处理反馈
522860,北京奔驰,奔驰GLK,2013款 300 4MATIC 动感天窗型,北京奔驰GLK分动箱存在设计缺陷,"Q322,",2020-09-16,信息审核
522859,一汽-大众,探影,2020款 1.5L 自动 尚,一汽大众探影发动机无法启动故障灯亮,"A24,A34,D59,E43,H271,",2020-09-16,处理反馈
522858,福特（进口）,探险者（进口）,2017款 2.3T 精英版,进口福特探险者韩泰轮胎起皮4S店拒绝索赔,"F186,I297,",2020-09-16,厂家受理
522855,长安汽车,悦翔V7,2015款 1.6L 手动 乐动型 国V,长安悦翔V7挡把脱皮希望得到处理,"B184,",2020-09-16,处理反馈
522854,一汽-大众,高尔夫,2018款 1.6L 自动 舒适型,一汽大众高尔夫天窗漏水影响车辆使用,"H90,",2020-09-16,处理反馈
522852,上汽大众,途安,2016款 途安L 280TSI 自动 舒雅版,上汽大众途安喷油嘴螺丝脱落希望处理,"A53,",2020-09-16,处理反馈
522848,众泰汽车,大迈X7,2017款 1.8T DCT 豪华型,众泰大迈X7大灯损坏 发动机无法启动,"A44,D265,G52,H82,",2020-09-16,信息审核
522843,吉利汽车,帝豪GL,2017款 1.3T 自动 精英型,吉利帝豪GL变速箱挂倒挡异响要求尽快处理,"B33,",2020-09-16,处理反馈
522842,星途,星途LX,2019款 1.6T DCT 星睿版,星途LX购车礼品至今未兑现要求尽快解决,"L313,",2020-09-16,信息审核
522839,一汽-大众,速腾,2015款 1.6L  手动 舒适型,一汽大众速腾ABS传感器故障导致故障灯亮,"B19,E74,",2020-09-16,处理反馈
522837,奇瑞汽车,瑞虎7,2017款 1.5T 自动 豪华版 SPORT,奇瑞瑞虎7副驾驶室右前门升降器钢绳断裂,"H168,",2020-09-16,处理反馈
522836,猎豹汽车,猎豹CS9,2017款 1.5L 手动 风尚型,猎豹CS9车联网无法使用中控屏停止运作,"H155,L313,",2020-09-16,信息审核
522835,众泰汽车,众泰T500,2018款 1.5T 自动 智能互联尊贵型 5座,众泰T500车辆碰撞严重但气囊未弹出,"H55,",2020-09-16,信息审核
522833,北京现代,索纳塔九,2015款 1.6T 双离合 GLS智能型,北京现代索纳塔九行驶时变速箱抖动有异响,"B33,B95,",2020-09-16,处理反馈
522830,东风标致,标致308,2012款 2.0 自动 风尚型,东风标致308变速箱顿挫 故障灯闪烁,"B19,B96,",2020-09-16,处理反馈
522824,吉利汽车,博瑞,2020款 改款 1.8T 领航版,吉利博瑞起步刹车转弯时油箱异响,"H147,",2020-09-16,处理反馈
522823,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,上汽大众朗逸雨刮在间歇挡时继电器噪音过大,"H60,",2020-09-16,处理反馈
522821,奇瑞汽车,瑞虎7,2018款 1.5T 自动 精英版 国V,奇瑞瑞虎7烧机油 座椅生锈中控内部生锈,"A63,H79,",2020-09-16,厂家受理
522820,猎豹汽车,猎豹CS9,2017款 1.5L CVT 风尚型,猎豹CS9发动机水温高 多次维修未解决,"A191,",2020-09-16,信息审核
522819,奇瑞汽车,瑞虎7,2018款 1.5T 手动 精英领先版 国V,奇瑞瑞虎7空调压缩机异响要求厂家解决,"H101,",2020-09-16,用户评分
522817,上汽大众斯柯达,柯迪亚克,2017款 TSI380 四驱 旗舰版 7座,斯柯达柯迪亚克主动刹车失灵要求尽快解决,"H170,",2020-09-16,处理反馈
522812,一汽-大众,探岳,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳两前大灯亮度不足呈白雾色,"H82,",2020-09-16,处理反馈
522811,一汽-大众,宝来,2018款 1.5L 手动 时尚型,一汽大众宝来胎压监测无故多次报警,"H203,",2020-09-16,处理反馈
522810,华晨宝马,宝马5系新能源,2020款 530Le 里程升级版 豪华套装,华晨宝马5系新能源刹车软无法查出原因,"E269,",2020-09-16,处理反馈
522809,上汽大众,途观,2016款 300TSI 自动 两驱 风尚版,上汽大众途观变速箱中冷器油管摩擦破裂,"B22,",2020-09-16,处理反馈
522804,广汽丰田,凯美瑞,2007款 240G 2.4 NAVI 豪华导航版,广汽丰田凯美瑞仪表台粘手老化希望处理,"H176,",2020-09-16,处理反馈
522802,众泰汽车,众泰E200,2018款 Pro,众泰E200行驶中失去动力要求厂家解决,"A346,",2020-09-16,信息审核
522800,一汽红旗,红旗H5,2018款 30TD 智联韵动版,一汽红旗H5油门延迟影响行车安全,"A11,",2020-09-16,信息审核
522799,一汽-大众,迈腾,2019款 330TSI DSG 领先型 国V,一汽大众迈腾天窗漏水韩泰轮胎开裂严重,"F100,H90,I297,J301,",2020-09-16,处理反馈
522798,吉利汽车,经典帝豪,2013款 1.5L 手动 精英型 三厢,吉利经典帝豪空调频繁启停温度传感器故障,"H101,H234,",2020-09-16,处理反馈
522796,一汽-大众,宝来,2019款 改款 280TSI DSG 精英型 国V,一汽大众宝来大灯灯罩模糊影响正常使用,"H220,",2020-09-16,处理反馈
522795,吉利汽车,帝豪GS,2016款 1.3T 自动 领尚型 优雅版,吉利帝豪GS变速箱无法升挡 发动机动力不足,"A163,B33,B20,E43,",2020-09-16,处理反馈
522794,东风乘用车,风神AX7,2018款 经典 1.6T 自动 尊贵型,东风风神AX7发动机机油增多希望尽快解决,"A339,",2020-09-16,处理反馈
522792,起亚（进口）,索兰托,2015款 2.4L GDI 汽油4WD精英版 5座 索兰托L,进口起亚索兰托轮毂氧化希望厂家处理	,"H243,",2020-09-16,信息审核
522791,北京汽车,威旺M50F,2017款 1.5L 标准型,北汽威旺M50F方向盘抖动 后减震器漏油,"D80,G25,",2020-09-16,处理反馈
522789,猎豹汽车,Mattu,2018款 1.6T GDI DCT 精英型,猎豹Mattu行驶中变速箱脱挡厂家无法供货,"A34,B246,I295,N318,",2020-09-16,信息审核
522784,东风日产,天籁,2016款 2.0L XL 舒适版,东风日产天籁变速箱压力电磁阀B故障,"B84,",2020-09-16,处理反馈
522783,上汽大众斯柯达,速派,2019款 改款 TSI280 DSG 舒适版,斯柯达速派4S店在无资质的保险公司上保险,"L313,",2020-09-16,处理反馈
522780,福田,奥铃捷运,冷藏车,福田奥铃捷运行驶方向发飘左右晃动,"G204,",2020-09-16,信息审核
522779,广汽本田,皓影,2020款 240TURBO CVT 两驱 精英版,广汽本田皓影驾驶室内零件生锈严重,"H79,",2020-09-16,用户评分
522776,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控显示屏开胶,"H168,",2020-09-16,用户评分
522775,猎豹汽车,猎豹CS9,2017款 1.5L CVT 风尚型,猎豹CS9中控屏幕无法使用要求厂家解决,"H155,",2020-09-16,信息审核
522773,东风标致,标致3008,2015款 1.6THP 自动 至尚版,东风标致3008节温器故障要求保修处理,"A191,I297,",2020-09-16,处理反馈
522772,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度冷车启动时发动机异响,"A9,",2020-09-16,用户评分
522771,上汽大众,途观L,2020款 330TSI 自动 两驱 智动豪华版 国VI,上汽大众途观L马牌轮胎掉皮磨损严重,"F186,F10,I295,I293,",2020-09-16,处理反馈
522768,东风标致,标致207,2009款 1.6L 自动 品乐版 三厢,东风标致207左后轮有异响轮胎呈外八字,"G204,G125,G158,",2020-09-16,处理反馈
522765,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾天窗中控台副驾驶座椅异响,"H93,H89,H169,",2020-09-16,处理反馈
522762,东风悦达起亚,智跑,2019款 2.0L 自动 智享豪华版,起亚智跑4S店销售重复收取保险费用不退还,"K307,",2020-09-16,处理反馈
522761,北京现代,领动,2018款 1.4T 双离合 炫动·活力型,北京现代领动4S店保养金额与实付金额不符,"K308,",2020-09-16,用户评分
522759,一汽丰田,亚洲龙,2019款 2.0L XLE 尊享版 国VI,一汽丰田亚洲龙车架号认证绑定陌生人,"J304,",2020-09-16,信息审核
522758,一汽-大众,迈腾,2015款 1.8TSI 尊贵型 改款,一汽大众迈腾变速箱拖挡要求厂家给予解决,"B69,",2020-09-16,处理反馈
522755,一汽-大众,宝来,2014款 1.6L 手动 舒适型,一汽大众宝来车灯起雾进水存在质量问题,"H88,",2020-09-16,处理反馈
522753,吉利汽车,帝豪GL,2017款 1.8L 手动 精英型,吉利帝豪GL车门把手掉漆要求给予解决,"H79,",2020-09-16,处理反馈
522746,东风启辰,启辰D60,2019款 十万荣耀 1.6L XL CVT 辰酷版 国VI,启辰D60左侧日行灯不亮要求厂家保修,"H82,I297,",2020-09-16,信息审核
522745,宝马（进口）,宝马X5,2015款 xDrive28i,进口宝马X5左后侧轮毂出现开裂的现象,"H243,",2020-09-16,处理反馈
522738,上汽大众,凌渡,2019款 230TSI DSG 风尚版 国VI,上汽大众凌渡变速箱顿挫 刹车及车身异响,"B33,B19,E43,H15,",2020-09-16,处理反馈
522736,东风启辰,启辰D60,2019款 十万荣耀 1.6L XL CVT 辰酷版 国VI,启辰D60变速箱空转无法换挡希望处理,"B20,",2020-09-16,信息审核
522732,福田汽车,祥菱M,2018款 1.5L M2非承载 双排 后双胎(厢式)DAM15L,福田祥菱M发动机故障灯亮 尾气排放不合格,"A34,A114,",2020-09-16,处理反馈
522729,一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾变速箱机电模块故障,"B84,",2020-09-16,处理反馈
522727,奇瑞捷豹路虎,发现神行,2018款 240PS SE版,路虎发现神行发动机进水4S店检查不彻底,"J304,J306,",2020-09-16,处理反馈
522715,奇瑞捷豹路虎,揽胜极光,2020款 249PS R-DYNAMIC SE 运动科技版,路虎揽胜极光高速行驶时仪表黑屏要求解决,"G56,H134,H101,H72,H15,H202,H149,H253,I295,I282,",2020-09-16,用户评分
522711,北京现代,胜达,2019款 380 TGDi GL 自动 两驱 精英版 国VI,北京现代胜达经销商无配件影响维修,"I295,N318,",2020-09-16,处理反馈
